"lagoslakeid","net_id","net_dams_n","lake_nets_nearestdamdown_km","lake_nets_nearestdamup_km","lake_nets_totaldamup_n","lake_nets_totaldamdown_n","lake_nets_damonlake_flag","lake_nets_multidam_flag"
183410,21,107,NA,NA,0,0,"N","N"
183411,24,910,0,NA,0,1,"N","N"
183412,24,910,0,NA,0,1,"N","N"
183415,24,910,0,NA,0,1,"Y","N"
183419,24,910,NA,NA,0,0,"N","N"
183421,24,910,0,NA,0,1,"Y","N"
183424,21,107,NA,NA,0,0,"N","N"
183428,24,910,NA,NA,0,0,"N","N"
183434,21,107,NA,NA,0,0,"N","N"
183445,24,910,0,NA,0,1,"Y","N"
183450,24,910,NA,NA,0,0,"N","N"
183451,24,910,0,NA,0,1,"Y","N"
183452,21,107,NA,NA,0,0,"N","N"
183453,21,107,NA,NA,0,0,"N","N"
183459,24,910,0,NA,0,1,"N","N"
183460,21,107,NA,NA,0,0,"N","N"
183464,21,107,NA,NA,0,0,"N","N"
183471,24,910,NA,NA,0,0,"N","N"
183472,21,107,NA,NA,0,0,"N","N"
183484,21,107,NA,NA,0,0,"N","N"
183494,24,910,0,NA,0,1,"Y","N"
183495,24,910,0,NA,0,1,"N","N"
183505,21,107,NA,NA,0,0,"N","N"
183507,21,107,NA,NA,0,0,"N","N"
183508,24,910,NA,NA,0,0,"N","N"
183538,21,107,NA,NA,0,0,"N","N"
183539,21,107,NA,NA,0,0,"N","N"
183540,21,107,NA,NA,0,0,"N","N"
183544,24,910,NA,3.519,1,0,"N","N"
183552,21,107,NA,NA,0,0,"N","N"
183557,24,910,0,NA,0,1,"Y","N"
183575,21,107,NA,NA,0,0,"N","N"
183586,21,107,NA,NA,0,0,"N","N"
183589,24,910,NA,NA,0,0,"N","N"
183609,21,107,NA,NA,0,0,"N","N"
183612,21,107,NA,NA,0,0,"N","N"
183630,21,107,NA,NA,0,0,"N","N"
183646,21,107,NA,NA,0,0,"N","N"
183655,21,107,NA,NA,0,0,"N","N"
183656,24,910,0,NA,0,1,"N","N"
183659,24,910,NA,NA,0,0,"N","N"
183666,24,910,NA,NA,0,0,"N","N"
183681,24,910,0,NA,0,1,"Y","N"
183689,24,910,NA,NA,0,0,"N","N"
183699,24,910,NA,NA,0,0,"N","N"
183702,24,910,NA,NA,0,0,"N","N"
183712,24,910,NA,NA,0,0,"N","N"
183726,24,910,NA,NA,0,0,"N","N"
183729,21,107,NA,NA,0,0,"N","N"
183739,24,910,NA,NA,0,0,"N","N"
183741,24,910,NA,NA,0,0,"N","N"
183751,24,910,0,NA,0,1,"N","N"
183757,24,910,NA,NA,0,0,"N","N"
183786,21,107,NA,NA,0,0,"N","N"
183788,21,107,NA,NA,0,0,"N","N"
183796,24,910,NA,NA,0,0,"N","N"
183803,24,910,0,6.869,1,1,"N","N"
183811,24,910,NA,NA,0,0,"N","N"
183815,24,910,NA,NA,0,0,"N","N"
183816,24,910,NA,NA,0,0,"N","N"
183827,24,910,NA,NA,0,0,"N","N"
183829,24,910,NA,NA,0,0,"N","N"
183834,24,910,NA,NA,0,0,"N","N"
183837,24,910,NA,NA,0,0,"N","N"
183848,24,910,NA,NA,0,0,"N","N"
183852,24,910,NA,NA,0,0,"N","N"
183860,24,910,NA,NA,0,0,"N","N"
183861,21,107,0,NA,0,1,"N","N"
183864,24,910,0,NA,0,1,"N","N"
183869,24,910,0,NA,0,1,"Y","N"
183870,24,910,0,NA,0,1,"Y","N"
183873,24,910,4.132,NA,0,1,"N","N"
183877,21,107,NA,NA,0,0,"N","N"
183879,24,910,NA,NA,0,0,"N","N"
183881,24,910,NA,NA,0,0,"N","N"
183892,24,910,NA,NA,0,0,"N","N"
183901,24,910,0,NA,0,1,"Y","N"
183904,24,910,0,NA,0,1,"N","N"
183910,24,910,0,NA,0,1,"N","N"
183911,24,910,NA,NA,0,0,"N","N"
183922,24,910,0.047,NA,0,1,"N","N"
183925,21,107,0,NA,0,1,"Y","N"
183958,24,910,11.995,NA,0,1,"N","N"
183963,24,910,1.993,NA,0,1,"N","N"
183973,24,910,7.913,NA,0,1,"N","N"
183976,24,910,0,NA,0,1,"N","N"
184016,21,107,NA,NA,0,0,"N","N"
184024,24,910,0,NA,0,1,"Y","N"
184033,21,107,0,NA,0,1,"Y","N"
184043,24,910,NA,NA,0,0,"N","N"
184049,24,910,NA,NA,0,0,"N","N"
184053,24,910,NA,NA,0,0,"N","N"
184075,24,910,NA,NA,0,0,"N","N"
184079,21,107,NA,NA,0,0,"N","N"
184107,24,910,0,NA,0,1,"Y","N"
184113,24,910,NA,NA,0,0,"N","N"
184140,24,910,NA,NA,0,0,"N","N"
184141,24,910,NA,NA,0,0,"N","N"
184144,21,107,0,NA,0,3,"Y","N"
184146,21,107,NA,NA,0,0,"N","N"
184147,24,910,NA,NA,0,0,"N","N"
184149,24,910,NA,NA,0,0,"N","N"
184154,24,910,NA,NA,0,0,"N","N"
184164,24,910,NA,NA,0,0,"N","N"
184165,24,910,NA,NA,0,0,"N","N"
184170,24,910,NA,NA,0,0,"N","N"
184174,24,910,NA,NA,0,0,"N","N"
184177,21,107,NA,NA,0,0,"N","N"
184179,24,910,NA,NA,0,0,"N","N"
184184,24,910,NA,NA,0,0,"N","N"
184186,21,107,NA,NA,0,0,"N","N"
184188,24,910,NA,NA,0,0,"N","N"
184200,24,910,NA,NA,0,0,"N","N"
184218,24,910,NA,NA,0,0,"N","N"
184266,21,107,NA,NA,0,0,"N","N"
184271,21,107,NA,NA,0,0,"N","N"
184502,21,107,NA,NA,0,0,"N","N"
184643,21,107,NA,NA,0,0,"N","N"
184741,21,107,NA,NA,0,0,"N","N"
184757,21,107,NA,NA,0,0,"N","N"
184790,21,107,NA,NA,0,0,"N","N"
184876,21,107,NA,NA,0,0,"N","N"
184883,21,107,NA,NA,0,0,"N","N"
184900,21,107,NA,NA,0,0,"N","N"
184914,21,107,NA,NA,0,0,"N","N"
184915,21,107,NA,NA,0,0,"N","N"
184969,21,107,NA,NA,0,0,"N","N"
185170,21,107,NA,NA,0,0,"N","N"
185375,21,107,0,50.469,1,2,"N","N"
185377,21,107,NA,NA,0,0,"N","N"
185378,21,107,NA,NA,0,0,"N","N"
185427,21,107,NA,NA,0,0,"N","N"
185454,21,107,NA,NA,0,0,"N","N"
185533,21,107,NA,NA,0,0,"N","N"
185539,21,107,NA,NA,0,0,"N","N"
185618,21,107,0,NA,0,1,"N","N"
185651,21,107,NA,NA,0,0,"N","N"
185671,21,107,NA,NA,0,0,"N","N"
185746,21,107,NA,NA,0,0,"N","N"
185871,21,107,NA,NA,0,0,"N","N"
185929,21,107,NA,NA,0,0,"N","N"
186007,21,107,NA,NA,0,0,"N","N"
186022,21,107,NA,NA,0,0,"N","N"
186073,21,107,NA,NA,0,0,"N","N"
186194,21,107,NA,NA,0,0,"N","N"
186231,21,107,NA,NA,0,0,"N","N"
186269,21,107,NA,NA,0,0,"N","N"
186280,21,107,NA,NA,0,0,"N","N"
186281,21,107,NA,NA,0,0,"N","N"
186285,21,107,NA,NA,0,0,"N","N"
186289,21,107,NA,NA,0,0,"N","N"
186301,21,107,NA,NA,0,0,"N","N"
186306,21,107,NA,NA,0,0,"N","N"
186309,376,0,NA,NA,0,0,"N","N"
186508,21,107,NA,NA,0,0,"N","N"
186509,21,107,NA,NA,0,0,"N","N"
186510,21,107,NA,NA,0,0,"N","N"
186511,21,107,NA,46.203,3,0,"N","N"
186513,21,107,NA,NA,0,0,"N","N"
186610,21,107,NA,NA,0,0,"N","N"
186705,21,107,0,NA,0,1,"Y","N"
186710,623,0,NA,NA,0,0,"N","N"
186810,21,107,NA,NA,0,0,"N","N"
186898,21,107,NA,NA,0,0,"N","N"
187051,21,107,NA,NA,0,0,"N","N"
187078,21,107,NA,NA,0,0,"N","N"
187094,21,107,NA,NA,0,0,"N","N"
187119,21,107,NA,NA,0,0,"N","N"
187221,21,107,NA,NA,0,0,"N","N"
187230,21,107,NA,NA,0,0,"N","N"
187312,21,107,NA,NA,0,0,"N","N"
187326,21,107,NA,NA,0,0,"N","N"
187340,376,0,NA,NA,0,0,"N","N"
187386,21,107,NA,NA,0,0,"N","N"
187395,21,107,NA,NA,0,0,"N","N"
187416,21,107,NA,NA,0,0,"N","N"
187417,21,107,NA,NA,0,0,"N","N"
187649,21,107,NA,NA,0,0,"N","N"
187650,21,107,NA,NA,0,0,"N","N"
187651,21,107,0,NA,0,1,"N","N"
187652,21,107,NA,NA,0,0,"N","N"
187734,21,107,NA,NA,0,0,"N","N"
187869,21,107,NA,NA,0,0,"N","N"
187883,21,107,NA,NA,0,0,"N","N"
188090,21,107,NA,NA,0,0,"N","N"
188104,21,107,NA,NA,0,0,"N","N"
188117,21,107,NA,NA,0,0,"N","N"
188167,21,107,NA,NA,0,0,"N","N"
188355,21,107,NA,NA,0,0,"N","N"
188377,21,107,NA,NA,0,0,"N","N"
188384,376,0,NA,NA,0,0,"N","N"
188388,21,107,NA,NA,0,0,"N","N"
188483,21,107,NA,NA,0,0,"N","N"
188518,21,107,NA,7.618,1,0,"N","N"
188634,376,0,NA,NA,0,0,"N","N"
188716,21,107,NA,NA,0,0,"N","N"
188717,21,107,NA,NA,0,0,"N","N"
188720,21,107,NA,NA,0,0,"N","N"
188721,21,107,4.01,NA,0,1,"N","N"
188722,21,107,NA,NA,0,0,"N","N"
188723,21,107,NA,NA,0,0,"N","N"
188725,21,107,NA,NA,0,0,"N","N"
188806,21,107,NA,NA,0,0,"N","N"
188887,21,107,NA,NA,0,0,"N","N"
188927,21,107,NA,NA,0,0,"N","N"
188931,21,107,0,0.074,1,1,"N","N"
189080,21,107,NA,NA,0,0,"N","N"
189093,21,107,NA,NA,0,0,"N","N"
189186,21,107,NA,NA,0,0,"N","N"
189220,21,107,NA,NA,0,0,"N","N"
189270,21,107,NA,NA,0,0,"N","N"
189278,21,107,NA,NA,0,0,"N","N"
189281,21,107,NA,NA,0,0,"N","N"
189292,21,107,NA,NA,0,0,"N","N"
189295,21,107,NA,NA,0,0,"N","N"
189334,21,107,NA,NA,0,0,"N","N"
189401,21,107,NA,NA,0,0,"N","N"
189484,21,107,NA,35.929,3,0,"N","N"
189511,21,107,NA,NA,0,0,"N","N"
189550,21,107,NA,NA,0,0,"N","N"
189566,21,107,NA,NA,0,0,"N","N"
189654,376,0,NA,NA,0,0,"N","N"
189765,21,107,NA,NA,0,0,"N","N"
189766,21,107,NA,NA,0,0,"N","N"
189767,21,107,NA,NA,0,0,"N","N"
189769,21,107,NA,NA,0,0,"N","N"
189770,21,107,NA,NA,0,0,"N","N"
189773,21,107,12.551,2.968,1,1,"N","N"
189776,21,107,NA,NA,0,0,"N","N"
189777,21,107,NA,NA,0,0,"N","N"
189779,21,107,NA,NA,0,0,"N","N"
189799,21,107,NA,NA,0,0,"N","N"
189841,21,107,NA,NA,0,0,"N","N"
189864,21,107,NA,NA,0,0,"N","N"
189910,21,107,NA,NA,0,0,"N","N"
189913,21,107,NA,NA,0,0,"N","N"
189923,21,107,NA,NA,0,0,"N","N"
189935,21,107,NA,NA,0,0,"N","N"
189947,21,107,NA,NA,0,0,"N","N"
189992,21,107,NA,NA,0,0,"N","N"
189997,623,0,NA,NA,0,0,"N","N"
190092,21,107,NA,NA,0,0,"N","N"
190142,21,107,NA,NA,0,0,"N","N"
190160,21,107,NA,NA,0,0,"N","N"
190171,21,107,NA,NA,0,0,"N","N"
190360,21,107,NA,NA,0,0,"N","N"
190362,21,107,NA,NA,0,0,"N","N"
190390,21,107,NA,NA,0,0,"N","N"
190427,21,107,NA,NA,0,0,"N","N"
190428,21,107,NA,NA,0,0,"N","N"
190609,21,107,NA,NA,0,0,"N","N"
190610,21,107,NA,NA,0,0,"N","N"
190852,21,107,NA,NA,0,0,"N","N"
190854,21,107,NA,NA,0,0,"N","N"
190902,21,107,NA,NA,0,0,"N","N"
190918,21,107,NA,NA,0,0,"N","N"
190980,21,107,NA,NA,0,0,"N","N"
191017,21,107,NA,NA,0,0,"N","N"
191072,21,107,NA,NA,0,0,"N","N"
191103,21,107,NA,NA,0,0,"N","N"
191119,21,107,NA,NA,0,0,"N","N"
191156,21,107,NA,NA,0,0,"N","N"
191165,21,107,0,0,1,1,"Y","Y"
191304,21,107,NA,NA,0,0,"N","N"
191321,21,107,NA,NA,0,0,"N","N"
191377,21,107,NA,NA,0,0,"N","N"
191382,21,107,NA,NA,0,0,"N","N"
191384,21,107,NA,NA,0,0,"N","N"
191435,21,107,NA,NA,0,0,"N","N"
191448,21,107,NA,NA,0,0,"N","N"
191471,21,107,NA,NA,0,0,"N","N"
191715,21,107,NA,NA,0,0,"N","N"
191718,21,107,NA,NA,0,0,"N","N"
191724,21,107,NA,NA,0,0,"N","N"
191752,21,107,NA,NA,0,0,"N","N"
191764,376,0,NA,NA,0,0,"N","N"
191835,376,0,NA,NA,0,0,"N","N"
191890,376,0,NA,NA,0,0,"N","N"
191949,21,107,NA,NA,0,0,"N","N"
191950,21,107,NA,NA,0,0,"N","N"
191952,21,107,NA,NA,0,0,"N","N"
191956,21,107,NA,NA,0,0,"N","N"
191958,376,0,NA,NA,0,0,"N","N"
191969,21,107,NA,NA,0,0,"N","N"
191996,21,107,NA,NA,0,0,"N","N"
192007,21,107,NA,NA,0,0,"N","N"
192119,21,107,NA,NA,0,0,"N","N"
192157,21,107,NA,NA,0,0,"N","N"
192263,21,107,NA,NA,0,0,"N","N"
192303,21,107,NA,NA,0,0,"N","N"
192481,21,107,NA,NA,0,0,"N","N"
192487,21,107,NA,NA,0,0,"N","N"
192505,21,107,NA,NA,0,0,"N","N"
192520,21,107,NA,NA,0,0,"N","N"
192521,21,107,NA,NA,0,0,"N","N"
192522,21,107,NA,NA,0,0,"N","N"
192611,21,107,NA,NA,0,0,"N","N"
192726,21,107,NA,NA,0,0,"N","N"
192807,21,107,NA,NA,0,0,"N","N"
192865,21,107,NA,NA,0,0,"N","N"
193047,21,107,NA,NA,0,0,"N","N"
193049,21,107,NA,NA,0,0,"N","N"
193050,317,0,NA,NA,0,0,"N","N"
193051,633,0,NA,NA,0,0,"N","N"
193052,633,0,NA,NA,0,0,"N","N"
193054,161,2,NA,NA,0,0,"N","N"
193118,542,0,NA,NA,0,0,"N","N"
193311,21,107,NA,NA,0,0,"N","N"
193371,21,107,NA,NA,0,0,"N","N"
193399,21,107,NA,NA,0,0,"N","N"
193457,662,0,NA,NA,0,0,"N","N"
193481,21,107,NA,NA,0,0,"N","N"
193503,21,107,NA,NA,0,0,"N","N"
193550,147,0,NA,NA,0,0,"N","N"
193574,21,107,NA,NA,0,0,"N","N"
193678,635,0,NA,NA,0,0,"N","N"
193744,628,0,NA,NA,0,0,"N","N"
193752,634,0,NA,NA,0,0,"N","N"
193753,634,0,NA,NA,0,0,"N","N"
193763,317,0,NA,NA,0,0,"N","N"
193771,317,0,NA,NA,0,0,"N","N"
193781,317,0,NA,NA,0,0,"N","N"
193856,763,0,NA,NA,0,0,"N","N"
194334,21,107,NA,NA,0,0,"N","N"
194335,21,107,1.918,NA,0,1,"N","N"
194336,21,107,0,3.325,1,4,"N","N"
194337,21,107,2.885,NA,0,1,"N","N"
194339,633,0,NA,NA,0,0,"N","N"
194693,824,0,NA,NA,0,0,"N","N"
194718,21,107,NA,NA,0,0,"N","N"
194758,21,107,NA,NA,0,0,"N","N"
194794,21,107,0,NA,0,1,"N","N"
194814,21,107,NA,NA,0,0,"N","N"
194837,21,107,NA,NA,0,0,"N","N"
194851,147,0,NA,NA,0,0,"N","N"
194908,147,0,NA,NA,0,0,"N","N"
194949,147,0,NA,NA,0,0,"N","N"
194992,147,0,NA,NA,0,0,"N","N"
195027,317,0,NA,NA,0,0,"N","N"
195037,317,0,NA,NA,0,0,"N","N"
195039,634,0,NA,NA,0,0,"N","N"
195049,147,0,NA,NA,0,0,"N","N"
195066,317,0,NA,NA,0,0,"N","N"
195190,158,4,20.144,NA,0,1,"N","N"
195306,513,2,NA,NA,0,0,"N","N"
195504,161,2,NA,NA,0,0,"N","N"
195567,147,0,NA,NA,0,0,"N","N"
195570,21,107,NA,NA,0,0,"N","N"
195573,21,107,16.246,13.792,1,3,"N","N"
196005,21,107,NA,NA,0,0,"N","N"
196034,767,2,36.648,NA,0,1,"N","N"
196192,147,0,NA,NA,0,0,"N","N"
196210,147,0,NA,NA,0,0,"N","N"
196220,317,0,NA,NA,0,0,"N","N"
196221,317,0,NA,NA,0,0,"N","N"
196227,317,0,NA,NA,0,0,"N","N"
196229,317,0,NA,NA,0,0,"N","N"
196240,317,0,NA,NA,0,0,"N","N"
196345,869,0,NA,NA,0,0,"N","N"
196439,158,4,9.839,NA,0,1,"N","N"
196820,161,2,NA,NA,0,0,"N","N"
196849,21,107,0,0.279,11,2,"Y","N"
196852,21,107,NA,NA,0,0,"N","N"
196853,21,107,0,5.714,1,1,"Y","N"
196855,21,107,NA,NA,0,0,"N","N"
196856,21,107,3.925,NA,0,1,"N","N"
196859,21,107,NA,0.773,1,0,"N","N"
197222,21,107,NA,NA,0,0,"N","N"
197248,21,107,NA,NA,0,0,"N","N"
197274,21,107,NA,NA,0,0,"N","N"
197411,147,0,NA,NA,0,0,"N","N"
197465,147,0,NA,NA,0,0,"N","N"
197521,317,0,NA,NA,0,0,"N","N"
197523,21,107,9.768,NA,0,1,"N","N"
197527,317,0,NA,NA,0,0,"N","N"
197530,147,0,NA,NA,0,0,"N","N"
197535,800,0,NA,NA,0,0,"N","N"
197540,699,0,NA,NA,0,0,"N","N"
197563,317,0,NA,NA,0,0,"N","N"
197640,869,0,NA,NA,0,0,"N","N"
198061,161,2,NA,NA,0,0,"N","N"
198105,635,0,NA,NA,0,0,"N","N"
198107,21,107,NA,NA,0,0,"N","N"
198108,21,107,NA,NA,0,0,"N","N"
198109,21,107,NA,NA,0,0,"N","N"
198111,21,107,NA,NA,0,0,"N","N"
198113,21,107,1.626,3.925,1,2,"N","N"
198212,430,0,NA,NA,0,0,"N","N"
198350,21,107,NA,NA,0,0,"N","N"
198501,21,107,NA,NA,0,0,"N","N"
198559,21,107,NA,NA,0,0,"N","N"
198565,21,107,NA,NA,0,0,"N","N"
198571,21,107,NA,NA,0,0,"N","N"
198659,147,0,NA,NA,0,0,"N","N"
198661,21,107,0,0,1,1,"Y","N"
198665,21,107,NA,NA,0,0,"N","N"
198669,147,0,NA,NA,0,0,"N","N"
198680,21,107,NA,NA,0,0,"N","N"
198704,21,107,NA,NA,0,0,"N","N"
198759,483,0,NA,NA,0,0,"N","N"
198771,483,0,NA,NA,0,0,"N","N"
198785,317,0,NA,NA,0,0,"N","N"
198882,695,0,NA,NA,0,0,"N","N"
198911,158,4,NA,NA,0,0,"N","N"
198912,158,4,NA,NA,0,0,"N","N"
199358,161,2,NA,36.317,2,0,"N","N"
199368,21,107,NA,NA,0,0,"N","N"
199369,21,107,NA,4.977,2,0,"N","N"
199370,483,0,NA,NA,0,0,"N","N"
199425,542,0,NA,NA,0,0,"N","N"
199732,21,107,NA,NA,0,0,"N","N"
199749,824,0,NA,NA,0,0,"N","N"
199754,21,107,NA,NA,0,0,"N","N"
199788,21,107,NA,NA,0,0,"N","N"
199802,662,0,NA,NA,0,0,"N","N"
199839,21,107,NA,NA,0,0,"N","N"
199932,147,0,NA,NA,0,0,"N","N"
200001,635,0,NA,NA,0,0,"N","N"
200017,147,0,NA,NA,0,0,"N","N"
200018,147,0,NA,NA,0,0,"N","N"
200028,147,0,NA,NA,0,0,"N","N"
200042,147,0,NA,NA,0,0,"N","N"
200071,628,0,NA,NA,0,0,"N","N"
200077,317,0,NA,NA,0,0,"N","N"
200097,800,0,NA,NA,0,0,"N","N"
200115,317,0,NA,NA,0,0,"N","N"
200129,317,0,NA,NA,0,0,"N","N"
200158,633,0,NA,NA,0,0,"N","N"
200182,629,0,NA,NA,0,0,"N","N"
200210,695,0,NA,NA,0,0,"N","N"
200220,763,0,NA,NA,0,0,"N","N"
200252,158,4,27.825,NA,0,1,"N","N"
200429,513,2,3.069,NA,0,1,"N","N"
200686,161,2,6.955,NA,0,1,"N","N"
200694,21,107,NA,NA,0,0,"N","N"
200695,21,107,NA,NA,0,0,"N","N"
200697,21,107,NA,NA,0,0,"N","N"
201013,21,107,NA,NA,0,0,"N","N"
201052,662,0,NA,NA,0,0,"N","N"
201144,21,107,NA,NA,0,0,"N","N"
201145,21,107,NA,NA,0,0,"N","N"
201252,147,0,NA,NA,0,0,"N","N"
201281,767,2,14.575,NA,0,2,"N","N"
201289,147,0,NA,NA,0,0,"N","N"
201317,317,0,NA,NA,0,0,"N","N"
201319,317,0,NA,NA,0,0,"N","N"
201327,317,0,NA,NA,0,0,"N","N"
201331,147,0,NA,NA,0,0,"N","N"
201332,147,0,NA,NA,0,0,"N","N"
201345,800,0,NA,NA,0,0,"N","N"
201365,317,0,NA,NA,0,0,"N","N"
201371,317,0,NA,NA,0,0,"N","N"
201404,629,0,NA,NA,0,0,"N","N"
201466,158,4,NA,NA,0,0,"N","N"
201814,161,2,NA,NA,0,0,"N","N"
201873,161,2,5.204,NA,0,1,"N","N"
201888,21,107,NA,NA,0,0,"N","N"
201927,430,0,NA,NA,0,0,"N","N"
202191,21,107,NA,NA,0,0,"N","N"
202248,21,107,NA,NA,0,0,"N","N"
202262,21,107,NA,NA,0,0,"N","N"
202276,662,0,NA,NA,0,0,"N","N"
202289,21,107,NA,NA,0,0,"N","N"
202412,21,107,NA,NA,0,0,"N","N"
202517,147,0,NA,NA,0,0,"N","N"
202552,699,0,NA,NA,0,0,"N","N"
202563,21,107,70.335,NA,0,3,"N","N"
202576,800,0,NA,NA,0,0,"N","N"
202578,800,0,NA,NA,0,0,"N","N"
202591,317,0,NA,NA,0,0,"N","N"
202597,317,0,NA,NA,0,0,"N","N"
202614,633,0,NA,NA,0,0,"N","N"
203121,240,10,0,NA,0,1,"Y","N"
203123,302,3,NA,NA,0,0,"N","N"
203143,875,0,NA,NA,0,0,"N","N"
203154,526,0,NA,NA,0,0,"N","N"
203195,473,0,NA,NA,0,0,"N","N"
203226,217,0,NA,NA,0,0,"N","N"
203330,405,6,NA,NA,0,0,"N","N"
203353,522,0,NA,NA,0,0,"N","N"
203359,405,6,NA,NA,0,0,"N","N"
203422,405,6,NA,NA,0,0,"N","N"
203511,113,0,NA,NA,0,0,"N","N"
203591,129,23,NA,NA,0,0,"N","N"
203661,302,3,NA,NA,0,0,"N","N"
203804,302,3,8.327,NA,0,1,"N","N"
203828,129,23,60.116,NA,0,1,"N","N"
203880,129,23,NA,NA,0,0,"N","N"
203944,129,23,NA,NA,0,0,"N","N"
203958,687,0,NA,NA,0,0,"N","N"
203962,704,0,NA,NA,0,0,"N","N"
204131,240,10,0,3.366,1,1,"Y","N"
204210,240,10,NA,NA,0,0,"N","N"
204215,240,10,NA,NA,0,0,"N","N"
204251,240,10,NA,NA,0,0,"N","N"
204253,129,23,0,NA,0,2,"N","N"
204275,875,0,NA,NA,0,0,"N","N"
204374,342,2,NA,NA,0,0,"N","N"
204413,405,6,0,NA,0,1,"N","N"
204450,522,0,NA,NA,0,0,"N","N"
204461,522,0,NA,NA,0,0,"N","N"
204477,405,6,NA,NA,0,0,"N","N"
204482,405,6,NA,NA,0,0,"N","N"
204516,342,2,5.68,NA,0,1,"N","N"
204859,172,0,NA,NA,0,0,"N","N"
204879,302,3,NA,NA,0,0,"N","N"
204940,129,23,0,NA,0,2,"N","N"
204967,129,23,0,9.16,8,2,"N","N"
205083,129,23,62.139,NA,0,1,"N","N"
205106,240,10,NA,27,1,0,"N","N"
205301,240,10,33.16,NA,0,1,"N","N"
205339,240,10,NA,NA,0,0,"N","N"
205355,715,1,0,NA,0,1,"N","N"
205356,342,2,0,NA,0,1,"N","N"
205361,240,10,NA,NA,0,0,"N","N"
205363,302,3,NA,NA,0,0,"N","N"
205380,644,0,NA,NA,0,0,"N","N"
205395,498,0,NA,NA,0,0,"N","N"
205438,473,0,NA,NA,0,0,"N","N"
205480,310,0,NA,NA,0,0,"N","N"
205481,217,0,NA,NA,0,0,"N","N"
205516,803,0,NA,NA,0,0,"N","N"
205545,129,23,NA,NA,0,0,"N","N"
205570,342,2,NA,NA,0,0,"N","N"
205608,522,0,NA,NA,0,0,"N","N"
205609,522,0,NA,NA,0,0,"N","N"
205683,113,0,NA,NA,0,0,"N","N"
205726,405,6,36.312,NA,0,1,"N","N"
205888,113,0,NA,NA,0,0,"N","N"
205986,172,0,NA,NA,0,0,"N","N"
206013,405,6,NA,NA,0,0,"N","N"
206042,302,3,NA,NA,0,0,"N","N"
206092,302,3,7.259,NA,0,1,"N","N"
206124,302,3,NA,NA,0,0,"N","N"
206550,571,1,5.104,NA,0,1,"N","N"
206553,302,3,0,0.955,2,1,"Y","N"
206558,240,10,NA,NA,0,0,"N","N"
206593,526,0,NA,NA,0,0,"N","N"
206616,530,0,NA,NA,0,0,"N","N"
206667,571,1,NA,NA,0,0,"N","N"
206692,803,0,NA,NA,0,0,"N","N"
206702,418,0,NA,NA,0,0,"N","N"
206754,342,2,NA,NA,0,0,"N","N"
206799,405,6,NA,NA,0,0,"N","N"
206850,342,2,NA,NA,0,0,"N","N"
207065,129,23,NA,NA,0,0,"N","N"
207098,656,0,NA,NA,0,0,"N","N"
207212,113,0,NA,NA,0,0,"N","N"
207214,405,6,NA,NA,0,0,"N","N"
207273,405,6,NA,NA,0,0,"N","N"
207421,129,23,NA,NA,0,0,"N","N"
207514,129,23,68.404,NA,0,1,"N","N"
207558,240,10,NA,NA,0,0,"N","N"
207712,240,10,41.816,NA,0,1,"N","N"
207744,240,10,NA,NA,0,0,"N","N"
207753,723,1,0,NA,0,1,"N","N"
207759,715,1,NA,NA,0,0,"N","N"
207780,526,0,NA,NA,0,0,"N","N"
207849,310,0,NA,NA,0,0,"N","N"
207997,522,0,NA,NA,0,0,"N","N"
208043,405,6,NA,NA,0,0,"N","N"
208076,405,6,NA,NA,0,0,"N","N"
208118,342,2,16.733,NA,0,1,"N","N"
208206,602,2,NA,NA,0,0,"N","N"
208299,656,0,NA,NA,0,0,"N","N"
208473,405,6,39.947,NA,0,2,"N","N"
208489,129,23,NA,NA,0,0,"N","N"
208510,405,6,NA,NA,0,0,"N","N"
208552,405,6,51.433,NA,0,2,"N","N"
208594,129,23,61.719,NA,0,1,"N","N"
208643,704,0,NA,NA,0,0,"N","N"
208660,687,0,NA,NA,0,0,"N","N"
208681,302,3,NA,NA,0,0,"N","N"
208691,129,23,NA,NA,0,0,"N","N"
208813,240,10,NA,NA,0,0,"N","N"
208974,113,0,NA,NA,0,0,"N","N"
208985,723,1,NA,NA,0,0,"N","N"
209204,522,0,NA,NA,0,0,"N","N"
209205,522,0,NA,NA,0,0,"N","N"
209216,405,6,NA,NA,0,0,"N","N"
209234,522,0,NA,NA,0,0,"N","N"
209248,405,6,NA,NA,0,0,"N","N"
209281,405,6,NA,NA,0,0,"N","N"
209319,113,0,NA,NA,0,0,"N","N"
209513,602,2,0,NA,0,1,"N","N"
209579,302,3,NA,NA,0,0,"N","N"
209587,405,6,19.917,NA,0,2,"N","N"
209599,113,0,NA,NA,0,0,"N","N"
209628,302,3,NA,NA,0,0,"N","N"
209695,129,23,34.821,2.362,1,1,"N","N"
209761,129,23,36.507,NA,0,1,"N","N"
209861,129,23,0,NA,0,3,"Y","N"
210099,240,10,20.799,NA,0,1,"N","N"
210191,302,3,NA,NA,0,0,"N","N"
210211,644,0,NA,NA,0,0,"N","N"
210221,498,0,NA,NA,0,0,"N","N"
210240,530,0,NA,NA,0,0,"N","N"
210332,803,0,NA,NA,0,0,"N","N"
210366,405,6,NA,NA,0,0,"N","N"
210395,342,2,NA,NA,0,0,"N","N"
210688,656,0,NA,NA,0,0,"N","N"
210732,129,23,15.199,NA,0,1,"N","N"
